Service,Port,Protocol,Description
unknown,0,tcp,Reserved
unknown,0,udp,Reserved
tcpmux,1,tcp,TCP Port Service Multiplexer
tcpmux,1,udp,TCP Port Service Multiplexer
compressnet,2,tcp,Management Utility
compressnet,2,udp,Management Utility
compressnet,3,tcp,Compression Process
compressnet,3,udp,Compression Process
unknown,4,tcp,Unassigned
unknown,4,udp,Unassigned
rje,5,tcp,Remote Job Entry
rje,5,udp,Remote Job Entry
unknown,6,tcp,Unassigned
unknown,6,udp,Unassigned
echo,7,tcp,Echo
echo,7,udp,Echo
unknown,8,tcp,Unassigned
unknown,8,udp,Unassigned
discard,9,tcp,Discard
discard,9,udp,Discard
discard,9,sctp,Discard
discard,9,dccp,Discard
unknown,10,tcp,Unassigned
unknown,10,udp,Unassigned
systat,11,tcp,Active Users
systat,11,udp,Active Users
unknown,12,tcp,Unassigned
unknown,12,udp,Unassigned
daytime,13,tcp,Daytime
daytime,13,udp,Daytime
unknown,14,tcp,Unassigned
unknown,14,udp,Unassigned
unknown,15,tcp,Unassigned [was netstat]
unknown,15,udp,Unassigned
unknown,16,tcp,Unassigned
unknown,16,udp,Unassigned
qotd,17,tcp,Quote of the Day
qotd,17,udp,Quote of the Day
msp,18,tcp,Message Send Protocol (historic)
msp,18,udp,Message Send Protocol (historic)
chargen,19,tcp,Character Generator
chargen,19,udp,Character Generator
ftp-data,20,tcp,File Transfer [Default Data]
ftp-data,20,udp,File Transfer [Default Data]
ftp-data,20,sctp,FTP
ftp,21,tcp,File Transfer Protocol [Control]
ftp,21,udp,File Transfer Protocol [Control]
ftp,21,sctp,FTP
ssh,22,tcp,The Secure Shell (SSH) Protocol
ssh,22,udp,The Secure Shell (SSH) Protocol
ssh,22,sctp,SSH
telnet,23,tcp,Telnet
telnet,23,udp,Telnet
unknown,24,tcp,any private mail system
unknown,24,udp,any private mail system
smtp,25,tcp,Simple Mail Transfer
smtp,25,udp,Simple Mail Transfer
unknown,26,tcp,Unassigned
unknown,26,udp,Unassigned
nsw-fe,27,tcp,NSW User System FE
nsw-fe,27,udp,NSW User System FE
unknown,28,tcp,Unassigned
unknown,28,udp,Unassigned
msg-icp,29,tcp,MSG ICP
msg-icp,29,udp,MSG ICP
unknown,30,tcp,Unassigned
unknown,30,udp,Unassigned
msg-auth,31,tcp,MSG Authentication
msg-auth,31,udp,MSG Authentication
unknown,32,tcp,Unassigned
unknown,32,udp,Unassigned
dsp,33,tcp,Display Support Protocol
dsp,33,udp,Display Support Protocol
unknown,34,tcp,Unassigned
unknown,34,udp,Unassigned
unknown,35,tcp,any private printer server
unknown,35,udp,any private printer server
unknown,36,tcp,Unassigned
unknown,36,udp,Unassigned
time,37,tcp,Time
time,37,udp,Time
rap,38,tcp,Route Access Protocol
rap,38,udp,Route Access Protocol
rlp,39,tcp,Resource Location Protocol
rlp,39,udp,Resource Location Protocol
unknown,40,tcp,Unassigned
unknown,40,udp,Unassigned
graphics,41,tcp,Graphics
graphics,41,udp,Graphics
name,42,tcp,Host Name Server
name,42,udp,Host Name Server
nameserver,42,tcp,Host Name Server
nameserver,42,udp,Host Name Server
nicname,43,tcp,Who Is
nicname,43,udp,Who Is
mpm-flags,44,tcp,MPM FLAGS Protocol
mpm-flags,44,udp,MPM FLAGS Protocol
mpm,45,tcp,Message Processing Module [recv]
mpm,45,udp,Message Processing Module [recv]
mpm-snd,46,tcp,MPM [default send]
mpm-snd,46,udp,MPM [default send]
unknown,47,tcp,Reserved
unknown,47,udp,Reserved
auditd,48,tcp,Digital Audit Daemon
auditd,48,udp,Digital Audit Daemon
tacacs,49,tcp,Login Host Protocol (TACACS)
tacacs,49,udp,Login Host Protocol (TACACS)
re-mail-ck,50,tcp,Remote Mail Checking Protocol
re-mail-ck,50,udp,Remote Mail Checking Protocol
unknown,51,unknown,Reserved
xns-time,52,tcp,XNS Time Protocol
xns-time,52,udp,XNS Time Protocol
domain,53,tcp,Domain Name Server
domain,53,udp,Domain Name Server
xns-ch,54,tcp,XNS Clearinghouse
xns-ch,54,udp,XNS Clearinghouse
isi-gl,55,tcp,ISI Graphics Language
isi-gl,55,udp,ISI Graphics Language
xns-auth,56,tcp,XNS Authentication
xns-auth,56,udp,XNS Authentication
unknown,57,tcp,any private terminal access
unknown,57,udp,any private terminal access
xns-mail,58,tcp,XNS Mail
xns-mail,58,udp,XNS Mail
unknown,59,tcp,any private file service
unknown,59,udp,any private file service
unknown,60,tcp,Unassigned
unknown,60,udp,Unassigned
unknown,61,tcp,Reserved
unknown,61,udp,Reserved
acas,62,tcp,ACA Services
acas,62,udp,ACA Services
whoispp,63,tcp,"whois++
IANA assigned this well-formed service name as a replacement for ""whois++""."
whois++,63,tcp,whois++
whoispp,63,udp,"whois++
IANA assigned this well-formed service name as a replacement for ""whois++""."
whois++,63,udp,whois++
covia,64,tcp,Communications Integrator (CI)
covia,64,udp,Communications Integrator (CI)
tacacs-ds,65,tcp,TACACS-Database Service
tacacs-ds,65,udp,TACACS-Database Service
sql-net,66,tcp,"Oracle SQL*NET
IANA assigned this well-formed service name as a replacement for ""sql*net""."
sql*net,66,tcp,Oracle SQL*NET
sql-net,66,udp,"Oracle SQL*NET
IANA assigned this well-formed service name as a replacement for ""sql*net""."
sql*net,66,udp,Oracle SQL*NET
bootps,67,tcp,Bootstrap Protocol Server
bootps,67,udp,Bootstrap Protocol Server
bootpc,68,tcp,Bootstrap Protocol Client
bootpc,68,udp,Bootstrap Protocol Client
tftp,69,tcp,Trivial File Transfer
tftp,69,udp,Trivial File Transfer
gopher,70,tcp,Gopher
gopher,70,udp,Gopher
netrjs-1,71,tcp,Remote Job Service
netrjs-1,71,udp,Remote Job Service
netrjs-2,72,tcp,Remote Job Service
netrjs-2,72,udp,Remote Job Service
netrjs-3,73,tcp,Remote Job Service
netrjs-3,73,udp,Remote Job Service
netrjs-4,74,tcp,Remote Job Service
netrjs-4,74,udp,Remote Job Service
unknown,75,tcp,any private dial out service
unknown,75,udp,any private dial out service
deos,76,tcp,Distributed External Object Store
deos,76,udp,Distributed External Object Store
unknown,77,tcp,any private RJE service
unknown,77,udp,any private RJE service
vettcp,78,tcp,vettcp
vettcp,78,udp,vettcp
finger,79,tcp,Finger
finger,79,udp,Finger
http,80,tcp,World Wide Web HTTP
http,80,udp,World Wide Web HTTP
www,80,tcp,World Wide Web HTTP
www,80,udp,World Wide Web HTTP
www-http,80,tcp,World Wide Web HTTP
www-http,80,udp,World Wide Web HTTP
http,80,sctp,HTTP
unknown,81,unknown,Unassigned
xfer,82,tcp,XFER Utility
xfer,82,udp,XFER Utility
mit-ml-dev,83,tcp,MIT ML Device
mit-ml-dev,83,udp,MIT ML Device
ctf,84,tcp,Common Trace Facility
ctf,84,udp,Common Trace Facility
mit-ml-dev,85,tcp,MIT ML Device
mit-ml-dev,85,udp,MIT ML Device
mfcobol,86,tcp,Micro Focus Cobol
mfcobol,86,udp,Micro Focus Cobol
unknown,87,tcp,any private terminal link
unknown,87,udp,any private terminal link
kerberos,88,tcp,Kerberos
kerberos,88,udp,Kerberos
su-mit-tg,89,tcp,SU/MIT Telnet Gateway
su-mit-tg,89,udp,SU/MIT Telnet Gateway
dnsix,90,tcp,DNSIX Securit Attribute Token Map
dnsix,90,udp,DNSIX Securit Attribute Token Map
mit-dov,91,tcp,MIT Dover Spooler
mit-dov,91,udp,MIT Dover Spooler
npp,92,tcp,Network Printing Protocol
npp,92,udp,Network Printing Protocol
dcp,93,tcp,Device Control Protocol
dcp,93,udp,Device Control Protocol
objcall,94,tcp,Tivoli Object Dispatcher
objcall,94,udp,Tivoli Object Dispatcher
supdup,95,tcp,SUPDUP
supdup,95,udp,SUPDUP
dixie,96,tcp,DIXIE Protocol Specification
dixie,96,udp,DIXIE Protocol Specification
swift-rvf,97,tcp,Swift Remote Virtural File Protocol
swift-rvf,97,udp,Swift Remote Virtural File Protocol
tacnews,98,tcp,TAC News
tacnews,98,udp,TAC News
metagram,99,tcp,Metagram Relay
metagram,99,udp,Metagram Relay
unknown,100,unknown,Unassigned
hostname,101,tcp,NIC Host Name Server
hostname,101,udp,NIC Host Name Server
iso-tsap,102,tcp,ISO-TSAP Class 0
iso-tsap,102,udp,ISO-TSAP Class 0
gppitnp,103,tcp,Genesis Point-to-Point Trans Net
gppitnp,103,udp,Genesis Point-to-Point Trans Net
acr-nema,104,tcp,ACR-NEMA Digital Imag. & Comm. 300
acr-nema,104,udp,ACR-NEMA Digital Imag. & Comm. 300
cso,105,tcp,CCSO name server protocol
cso,105,udp,CCSO name server protocol
csnet-ns,105,tcp,Mailbox Name Nameserver
csnet-ns,105,udp,Mailbox Name Nameserver
3com-tsmux,106,tcp,3COM-TSMUX
3com-tsmux,106,udp,3COM-TSMUX
rtelnet,107,tcp,Remote Telnet Service
rtelnet,107,udp,Remote Telnet Service
snagas,108,tcp,SNA Gateway Access Server
snagas,108,udp,SNA Gateway Access Server
pop2,109,tcp,Post Office Protocol - Version 2
pop2,109,udp,Post Office Protocol - Version 2
pop3,110,tcp,Post Office Protocol - Version 3
pop3,110,udp,Post Office Protocol - Version 3
sunrpc,111,tcp,SUN Remote Procedure Call
sunrpc,111,udp,SUN Remote Procedure Call
mcidas,112,tcp,McIDAS Data Transmission Protocol
mcidas,112,udp,McIDAS Data Transmission Protocol
ident,113,tcp,
auth,113,tcp,Authentication Service
auth,113,udp,Authentication Service
unknown,114,unknown,unassigned
sftp,115,tcp,Simple File Transfer Protocol
sftp,115,udp,Simple File Transfer Protocol
ansanotify,116,tcp,ANSA REX Notify
ansanotify,116,udp,ANSA REX Notify
uucp-path,117,tcp,UUCP Path Service
uucp-path,117,udp,UUCP Path Service
sqlserv,118,tcp,SQL Services
sqlserv,118,udp,SQL Services
nntp,119,tcp,Network News Transfer Protocol
nntp,119,udp,Network News Transfer Protocol
cfdptkt,120,tcp,CFDPTKT
cfdptkt,120,udp,CFDPTKT
erpc,121,tcp,Encore Expedited Remote Pro.Call
erpc,121,udp,Encore Expedited Remote Pro.Call
smakynet,122,tcp,SMAKYNET
smakynet,122,udp,SMAKYNET
ntp,123,tcp,Network Time Protocol
ntp,123,udp,Network Time Protocol
ansatrader,124,tcp,ANSA REX Trader
ansatrader,124,udp,ANSA REX Trader
locus-map,125,tcp,Locus PC-Interface Net Map Ser
locus-map,125,udp,Locus PC-Interface Net Map Ser
nxedit,126,tcp,NXEdit
nxedit,126,udp,NXEdit
locus-con,127,tcp,Locus PC-Interface Conn Server
locus-con,127,udp,Locus PC-Interface Conn Server
gss-xlicen,128,tcp,GSS X License Verification
gss-xlicen,128,udp,GSS X License Verification
pwdgen,129,tcp,Password Generator Protocol
pwdgen,129,udp,Password Generator Protocol
cisco-fna,130,tcp,cisco FNATIVE
cisco-fna,130,udp,cisco FNATIVE
cisco-tna,131,tcp,cisco TNATIVE
cisco-tna,131,udp,cisco TNATIVE
cisco-sys,132,tcp,cisco SYSMAINT
cisco-sys,132,udp,cisco SYSMAINT
statsrv,133,tcp,Statistics Service
statsrv,133,udp,Statistics Service
ingres-net,134,tcp,INGRES-NET Service
ingres-net,134,udp,INGRES-NET Service
epmap,135,tcp,DCE endpoint resolution
epmap,135,udp,DCE endpoint resolution
profile,136,tcp,PROFILE Naming System
profile,136,udp,PROFILE Naming System
netbios-ns,137,tcp,NETBIOS Name Service
netbios-ns,137,udp,NETBIOS Name Service
netbios-dgm,138,tcp,NETBIOS Datagram Service
netbios-dgm,138,udp,NETBIOS Datagram Service
netbios-ssn,139,tcp,NETBIOS Session Service
netbios-ssn,139,udp,NETBIOS Session Service
emfis-data,140,tcp,EMFIS Data Service
emfis-data,140,udp,EMFIS Data Service
emfis-cntl,141,tcp,EMFIS Control Service
emfis-cntl,141,udp,EMFIS Control Service
bl-idm,142,tcp,Britton-Lee IDM
bl-idm,142,udp,Britton-Lee IDM
imap,143,tcp,Internet Message Access Protocol
imap,143,udp,Internet Message Access Protocol
uma,144,tcp,Universal Management Architecture
uma,144,udp,Universal Management Architecture
uaac,145,tcp,UAAC Protocol
uaac,145,udp,UAAC Protocol
iso-tp0,146,tcp,ISO-IP0
iso-tp0,146,udp,ISO-IP0
iso-ip,147,tcp,ISO-IP
iso-ip,147,udp,ISO-IP
jargon,148,tcp,Jargon
jargon,148,udp,Jargon
aed-512,149,tcp,AED 512 Emulation Service
aed-512,149,udp,AED 512 Emulation Service
sql-net,150,tcp,SQL-NET
sql-net,150,udp,SQL-NET
hems,151,tcp,HEMS
hems,151,udp,HEMS
bftp,152,tcp,Background File Transfer Program
bftp,152,udp,Background File Transfer Program
sgmp,153,tcp,SGMP
sgmp,153,udp,SGMP
netsc-prod,154,tcp,NETSC
netsc-prod,154,udp,NETSC
netsc-dev,155,tcp,NETSC
netsc-dev,155,udp,NETSC
sqlsrv,156,tcp,SQL Service
sqlsrv,156,udp,SQL Service
knet-cmp,157,tcp,KNET/VM Command/Message Protocol
knet-cmp,157,udp,KNET/VM Command/Message Protocol
pcmail-srv,158,tcp,PCMail Server
pcmail-srv,158,udp,PCMail Server
nss-routing,159,tcp,NSS-Routing
nss-routing,159,udp,NSS-Routing
sgmp-traps,160,tcp,SGMP-TRAPS
sgmp-traps,160,udp,SGMP-TRAPS
snmp,161,tcp,SNMP
snmp,161,udp,SNMP
snmptrap,162,tcp,SNMPTRAP
snmptrap,162,udp,SNMPTRAP
cmip-man,163,tcp,CMIP/TCP Manager
cmip-man,163,udp,CMIP/TCP Manager
cmip-agent,164,tcp,CMIP/TCP Agent
cmip-agent,164,udp,CMIP/TCP Agent
xns-courier,165,tcp,Xerox
xns-courier,165,udp,Xerox
s-net,166,tcp,Sirius Systems
s-net,166,udp,Sirius Systems
namp,167,tcp,NAMP
namp,167,udp,NAMP
rsvd,168,tcp,RSVD
rsvd,168,udp,RSVD
send,169,tcp,SEND
send,169,udp,SEND
print-srv,170,tcp,Network PostScript
print-srv,170,udp,Network PostScript
multiplex,171,tcp,Network Innovations Multiplex
multiplex,171,udp,Network Innovations Multiplex
cl-1,172,tcp,"Network Innovations CL/1
IANA assigned this well-formed service name as a replacement for ""cl/1""."
cl/1,172,tcp,Network Innovations CL/1
cl-1,172,udp,"Network Innovations CL/1
IANA assigned this well-formed service name as a replacement for ""cl/1""."
cl/1,172,udp,Network Innovations CL/1
xyplex-mux,173,tcp,Xyplex
xyplex-mux,173,udp,Xyplex
mailq,174,tcp,MAILQ
mailq,174,udp,MAILQ
vmnet,175,tcp,VMNET
vmnet,175,udp,VMNET
genrad-mux,176,tcp,GENRAD-MUX
genrad-mux,176,udp,GENRAD-MUX
xdmcp,177,tcp,X Display Manager Control Protocol
xdmcp,177,udp,X Display Manager Control Protocol
nextstep,178,tcp,NextStep Window Server
nextstep,178,udp,NextStep Window Server
bgp,179,tcp,Border Gateway Protocol
bgp,179,udp,Border Gateway Protocol
bgp,179,sctp,BGP
ris,180,tcp,Intergraph
ris,180,udp,Intergraph
unify,181,tcp,Unify
unify,181,udp,Unify
audit,182,tcp,Unisys Audit SITP
audit,182,udp,Unisys Audit SITP
ocbinder,183,tcp,OCBinder
ocbinder,183,udp,OCBinder
ocserver,184,tcp,OCServer
ocserver,184,udp,OCServer
remote-kis,185,tcp,Remote-KIS
remote-kis,185,udp,Remote-KIS
kis,186,tcp,KIS Protocol
kis,186,udp,KIS Protocol
aci,187,tcp,Application Communication Interface
aci,187,udp,Application Communication Interface
mumps,188,tcp,Plus Five's MUMPS
mumps,188,udp,Plus Five's MUMPS
qft,189,tcp,Queued File Transport
qft,189,udp,Queued File Transport
gacp,190,tcp,Gateway Access Control Protocol
gacp,190,udp,Gateway Access Control Protocol
prospero,191,tcp,Prospero Directory Service
prospero,191,udp,Prospero Directory Service
osu-nms,192,tcp,OSU Network Monitoring System
osu-nms,192,udp,OSU Network Monitoring System
srmp,193,tcp,Spider Remote Monitoring Protocol
srmp,193,udp,Spider Remote Monitoring Protocol
irc,194,tcp,Internet Relay Chat Protocol
irc,194,udp,Internet Relay Chat Protocol
dn6-nlm-aud,195,tcp,DNSIX Network Level Module Audit
dn6-nlm-aud,195,udp,DNSIX Network Level Module Audit
dn6-smm-red,196,tcp,DNSIX Session Mgt Module Audit Redir
dn6-smm-red,196,udp,DNSIX Session Mgt Module Audit Redir
dls,197,tcp,Directory Location Service
dls,197,udp,Directory Location Service
dls-mon,198,tcp,Directory Location Service Monitor
dls-mon,198,udp,Directory Location Service Monitor
smux,199,tcp,SMUX
smux,199,udp,SMUX
src,200,tcp,IBM System Resource Controller
src,200,udp,IBM System Resource Controller
at-rtmp,201,tcp,AppleTalk Routing Maintenance
at-rtmp,201,udp,AppleTalk Routing Maintenance
at-nbp,202,tcp,AppleTalk Name Binding
at-nbp,202,udp,AppleTalk Name Binding
at-3,203,tcp,AppleTalk Unused
at-3,203,udp,AppleTalk Unused
at-echo,204,tcp,AppleTalk Echo
at-echo,204,udp,AppleTalk Echo
at-5,205,tcp,AppleTalk Unused
at-5,205,udp,AppleTalk Unused
at-zis,206,tcp,AppleTalk Zone Information
at-zis,206,udp,AppleTalk Zone Information
at-7,207,tcp,AppleTalk Unused
at-7,207,udp,AppleTalk Unused
at-8,208,tcp,AppleTalk Unused
at-8,208,udp,AppleTalk Unused
qmtp,209,tcp,The Quick Mail Transfer Protocol
qmtp,209,udp,The Quick Mail Transfer Protocol
z39-50,210,tcp,"ANSI Z39.50
IANA assigned this well-formed service name as a replacement for ""z39.50""."
z39.50,210,tcp,ANSI Z39.50
z39-50,210,udp,"ANSI Z39.50
IANA assigned this well-formed service name as a replacement for ""z39.50""."
z39.50,210,udp,ANSI Z39.50
914c-g,211,tcp,"Texas Instruments 914C/G Terminal
IANA assigned this well-formed service name as a replacement for ""914c/g""."
914c/g,211,tcp,Texas Instruments 914C/G Terminal
914c-g,211,udp,"Texas Instruments 914C/G Terminal
IANA assigned this well-formed service name as a replacement for ""914c/g""."
914c/g,211,udp,Texas Instruments 914C/G Terminal
anet,212,tcp,ATEXSSTR
anet,212,udp,ATEXSSTR
ipx,213,tcp,IPX
ipx,213,udp,IPX
vmpwscs,214,tcp,VM PWSCS
vmpwscs,214,udp,VM PWSCS
softpc,215,tcp,Insignia Solutions
softpc,215,udp,Insignia Solutions
CAIlic,216,tcp,Computer Associates Int'l License Server
CAIlic,216,udp,Computer Associates Int'l License Server
dbase,217,tcp,dBASE Unix
dbase,217,udp,dBASE Unix
mpp,218,tcp,Netix Message Posting Protocol
mpp,218,udp,Netix Message Posting Protocol
uarps,219,tcp,Unisys ARPs
uarps,219,udp,Unisys ARPs
imap3,220,tcp,Interactive Mail Access Protocol v3
imap3,220,udp,Interactive Mail Access Protocol v3
fln-spx,221,tcp,Berkeley rlogind with SPX auth
fln-spx,221,udp,Berkeley rlogind with SPX auth
rsh-spx,222,tcp,Berkeley rshd with SPX auth
rsh-spx,222,udp,Berkeley rshd with SPX auth
cdc,223,tcp,Certificate Distribution Center
cdc,223,udp,Certificate Distribution Center
masqdialer,224,tcp,masqdialer
masqdialer,224,udp,masqdialer
unknown,225,unknown,Reserved
unknown,226,unknown,Reserved
unknown,227,unknown,Reserved
unknown,228,unknown,Reserved
unknown,229,unknown,Reserved
unknown,230,unknown,Reserved
unknown,231,unknown,Reserved
unknown,232,unknown,Reserved
unknown,233,unknown,Reserved
unknown,234,unknown,Reserved
unknown,235,unknown,Reserved
unknown,236,unknown,Reserved
unknown,237,unknown,Reserved
unknown,238,unknown,Reserved
unknown,239,unknown,Reserved
unknown,240,unknown,Reserved
unknown,241,unknown,Reserved
direct,242,tcp,Direct
direct,242,udp,Direct
sur-meas,243,tcp,Survey Measurement
sur-meas,243,udp,Survey Measurement
inbusiness,244,tcp,inbusiness
inbusiness,244,udp,inbusiness
link,245,tcp,LINK
link,245,udp,LINK
dsp3270,246,tcp,Display Systems Protocol
dsp3270,246,udp,Display Systems Protocol
subntbcst-tftp,247,tcp,"SUBNTBCST_TFTP
IANA assigned this well-formed service name as a replacement for ""subntbcst_tftp""."
subntbcst_tftp,247,tcp,SUBNTBCST_TFTP
subntbcst-tftp,247,udp,"SUBNTBCST_TFTP
IANA assigned this well-formed service name as a replacement for ""subntbcst_tftp""."
subntbcst_tftp,247,udp,SUBNTBCST_TFTP
bhfhs,248,tcp,bhfhs
bhfhs,248,udp,bhfhs
unknown,249,unknown,Reserved
unknown,250,unknown,Reserved
unknown,251,unknown,Reserved
unknown,252,unknown,Reserved
unknown,253,unknown,Reserved
unknown,254,unknown,Reserved
unknown,255,unknown,Reserved
rap,256,tcp,RAP
rap,256,udp,RAP
set,257,tcp,Secure Electronic Transaction
set,257,udp,Secure Electronic Transaction
unknown,258,unknown,Unassigned
esro-gen,259,tcp,Efficient Short Remote Operations
esro-gen,259,udp,Efficient Short Remote Operations
openport,260,tcp,Openport
openport,260,udp,Openport
nsiiops,261,tcp,IIOP Name Service over TLS/SSL
nsiiops,261,udp,IIOP Name Service over TLS/SSL
arcisdms,262,tcp,Arcisdms
arcisdms,262,udp,Arcisdms
hdap,263,tcp,HDAP
hdap,263,udp,HDAP
bgmp,264,tcp,BGMP
bgmp,264,udp,BGMP
x-bone-ctl,265,tcp,X-Bone CTL
x-bone-ctl,265,udp,X-Bone CTL
sst,266,tcp,SCSI on ST
sst,266,udp,SCSI on ST
td-service,267,tcp,Tobit David Service Layer
td-service,267,udp,Tobit David Service Layer
td-replica,268,tcp,Tobit David Replica
td-replica,268,udp,Tobit David Replica
manet,269,tcp,MANET Protocols
manet,269,udp,MANET Protocols
unknown,270,tcp,Reserved
gist,270,udp,Q-mode encapsulation for GIST messages
pt-tls,271,tcp,IETF Network Endpoint Assessment (NEA) Posture Transport Protocol over TLS (PT-TLS)
unknown,271,udp,Reserved
unknown,272,unknown,Unassigned
unknown,273,unknown,Unassigned
unknown,274,unknown,Unassigned
unknown,275,unknown,Unassigned
unknown,276,unknown,Unassigned
unknown,277,unknown,Unassigned
unknown,278,unknown,Unassigned
unknown,279,unknown,Unassigned
http-mgmt,280,tcp,http-mgmt
http-mgmt,280,udp,http-mgmt
personal-link,281,tcp,Personal Link
personal-link,281,udp,Personal Link
cableport-ax,282,tcp,Cable Port A/X
cableport-ax,282,udp,Cable Port A/X
rescap,283,tcp,rescap
rescap,283,udp,rescap
corerjd,284,tcp,corerjd
corerjd,284,udp,corerjd
unknown,285,unknown,Unassigned
fxp,286,tcp,FXP Communication
fxp,286,udp,FXP Communication
k-block,287,tcp,K-BLOCK
k-block,287,udp,K-BLOCK
unknown,288,unknown,Unassigned
unknown,289,unknown,Unassigned
unknown,290,unknown,Unassigned
unknown,291,unknown,Unassigned
unknown,292,unknown,Unassigned
unknown,293,unknown,Unassigned
unknown,294,unknown,Unassigned
unknown,295,unknown,Unassigned
unknown,296,unknown,Unassigned
unknown,297,unknown,Unassigned
unknown,298,unknown,Unassigned
unknown,299,unknown,Unassigned
unknown,300,unknown,Unassigned
unknown,301,unknown,Unassigned
unknown,302,unknown,Unassigned
unknown,303,unknown,Unassigned
unknown,304,unknown,Unassigned
unknown,305,unknown,Unassigned
unknown,306,unknown,Unassigned
unknown,307,unknown,Unassigned
novastorbakcup,308,tcp,Novastor Backup
novastorbakcup,308,udp,Novastor Backup
entrusttime,309,tcp,EntrustTime
entrusttime,309,udp,EntrustTime
bhmds,310,tcp,bhmds
bhmds,310,udp,bhmds
asip-webadmin,311,tcp,AppleShare IP WebAdmin
asip-webadmin,311,udp,AppleShare IP WebAdmin
vslmp,312,tcp,VSLMP
vslmp,312,udp,VSLMP
magenta-logic,313,tcp,Magenta Logic
magenta-logic,313,udp,Magenta Logic
opalis-robot,314,tcp,Opalis Robot
opalis-robot,314,udp,Opalis Robot
dpsi,315,tcp,DPSI
dpsi,315,udp,DPSI
decauth,316,tcp,decAuth
decauth,316,udp,decAuth
zannet,317,tcp,Zannet
zannet,317,udp,Zannet
pkix-timestamp,318,tcp,PKIX TimeStamp
pkix-timestamp,318,udp,PKIX TimeStamp
ptp-event,319,tcp,PTP Event
ptp-event,319,udp,PTP Event
ptp-general,320,tcp,PTP General
ptp-general,320,udp,PTP General
pip,321,tcp,PIP
pip,321,udp,PIP
rtsps,322,tcp,RTSPS
rtsps,322,udp,RTSPS
rpki-rtr,323,tcp,Resource PKI to Router Protocol
unknown,323,udp,Reserved
rpki-rtr-tls,324,tcp,Resource PKI to Router Protocol over TLS
unknown,324,udp,Reserved
unknown,325,unknown,Unassigned
unknown,326,unknown,Unassigned
unknown,327,unknown,Unassigned
unknown,328,unknown,Unassigned
unknown,329,unknown,Unassigned
unknown,330,unknown,Unassigned
unknown,331,unknown,Unassigned
unknown,332,unknown,Unassigned
texar,333,tcp,Texar Security Port
texar,333,udp,Texar Security Port
unknown,334,unknown,Unassigned
unknown,335,unknown,Unassigned
unknown,336,unknown,Unassigned
unknown,337,unknown,Unassigned
unknown,338,unknown,Unassigned
unknown,339,unknown,Unassigned
unknown,340,unknown,Unassigned
unknown,341,unknown,Unassigned
unknown,342,unknown,Unassigned
unknown,343,unknown,Unassigned
pdap,344,tcp,Prospero Data Access Protocol
pdap,344,udp,Prospero Data Access Protocol
pawserv,345,tcp,Perf Analysis Workbench
pawserv,345,udp,Perf Analysis Workbench
zserv,346,tcp,Zebra server
zserv,346,udp,Zebra server
fatserv,347,tcp,Fatmen Server
fatserv,347,udp,Fatmen Server
csi-sgwp,348,tcp,Cabletron Management Protocol
csi-sgwp,348,udp,Cabletron Management Protocol
mftp,349,tcp,mftp
mftp,349,udp,mftp
matip-type-a,350,tcp,MATIP Type A
matip-type-a,350,udp,MATIP Type A
matip-type-b,351,tcp,MATIP Type B
matip-type-b,351,udp,MATIP Type B
bhoetty,351,tcp,bhoetty
bhoetty,351,udp,bhoetty
dtag-ste-sb,352,tcp,DTAG
dtag-ste-sb,352,udp,DTAG
bhoedap4,352,tcp,bhoedap4
bhoedap4,352,udp,bhoedap4
ndsauth,353,tcp,NDSAUTH
ndsauth,353,udp,NDSAUTH
bh611,354,tcp,bh611
bh611,354,udp,bh611
datex-asn,355,tcp,DATEX-ASN
datex-asn,355,udp,DATEX-ASN
cloanto-net-1,356,tcp,Cloanto Net 1
cloanto-net-1,356,udp,Cloanto Net 1
bhevent,357,tcp,bhevent
bhevent,357,udp,bhevent
shrinkwrap,358,tcp,Shrinkwrap
shrinkwrap,358,udp,Shrinkwrap
nsrmp,359,tcp,Network Security Risk Management Protocol
nsrmp,359,udp,Network Security Risk Management Protocol
scoi2odialog,360,tcp,scoi2odialog
scoi2odialog,360,udp,scoi2odialog
semantix,361,tcp,Semantix
semantix,361,udp,Semantix
srssend,362,tcp,SRS Send
srssend,362,udp,SRS Send
rsvp-tunnel,363,tcp,"RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
rsvp_tunnel,363,tcp,RSVP Tunnel
rsvp-tunnel,363,udp,"RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel""."
rsvp_tunnel,363,udp,RSVP Tunnel
aurora-cmgr,364,tcp,Aurora CMGR
aurora-cmgr,364,udp,Aurora CMGR
dtk,365,tcp,DTK
dtk,365,udp,DTK
odmr,366,tcp,ODMR
odmr,366,udp,ODMR
mortgageware,367,tcp,MortgageWare
mortgageware,367,udp,MortgageWare
qbikgdp,368,tcp,QbikGDP
qbikgdp,368,udp,QbikGDP
rpc2portmap,369,tcp,rpc2portmap
rpc2portmap,369,udp,rpc2portmap
codaauth2,370,tcp,codaauth2
codaauth2,370,udp,codaauth2
clearcase,371,tcp,Clearcase
clearcase,371,udp,Clearcase
ulistproc,372,tcp,ListProcessor
ulistproc,372,udp,ListProcessor
legent-1,373,tcp,Legent Corporation
legent-1,373,udp,Legent Corporation
legent-2,374,tcp,Legent Corporation
legent-2,374,udp,Legent Corporation
